SubjectID,UTMEasting,UTMNorthing,ObservationDate,ObservationTime,ObsTimeDate
M115,185356,9791465,8-Apr-09,9:40,39911.40296
M115,185355,9791467,8-Apr-09,10:00,39911.41693
M115,185361,9791469,8-Apr-09,10:20,39911.43086
M115,185355,9791471,8-Apr-09,10:40,39911.44479
M115,185349,9791468,8-Apr-09,11:00,39911.45883
M115,185352,9791470,8-Apr-09,11:20,39911.47241
M115,185368,9791487,8-Apr-09,11:40,39911.48676
M115,185362,9791484,8-Apr-09,12:00,39911.50057
M115,185339,9791447,8-Apr-09,16:00,39911.6673
M115,185342,9791449,8-Apr-09,16:20,39911.68119
M115,185336,9791450,8-Apr-09,16:40,39911.69509
M115,185334,9791450,8-Apr-09,17:00,39911.70897
M115,185341,9791450,8-Apr-09,17:20,39911.72238
M115,185338,9791450,8-Apr-09,17:40,39911.73627
M115,185345,9791449,8-Apr-09,18:00,39911.75065
M115,185340,9791451,8-Apr-09,18:20,39911.76446
M115,185337,9791449,8-Apr-09,18:41,39911.77851
M115,185048,9791331,8-Apr-09,19:00,39911.79185
M115,185176,9789919,8-Apr-09,19:20,39911.80571
M115,185006,9788965,8-Apr-09,19:40,39911.81973
M115,184840,9788236,8-Apr-09,20:00,39911.834
M115,185242,9787964,8-Apr-09,20:20,39911.84751
M115,185305,9788215,8-Apr-09,20:40,39911.86139
M115,186037,9788382,8-Apr-09,21:00,39911.87564
M115,185575,9787905,8-Apr-09,21:20,39911.88955
M115,185537,9787937,8-Apr-09,21:40,39911.90328
M115,185523,9787926,8-Apr-09,22:00,39911.91693
M115,185366,9787940,8-Apr-09,22:20,39911.93075
M115,185359,9787948,8-Apr-09,22:41,39911.94536
